# phase-3D resolved-cross-plane oracle — key	u64 bits	repr
# pypy 3.11.15
zn/r23/J4.0/corr_ratio	4607442909110409859	1.0578404680578906
zn/r23/J16.0/ei_no	4563687882549798272	0.0013108133612525774
zn/r23/J16.0/ei_quenched	4607050647592458538	0.9853704571385482
zn/r23/J16.0/max_a	4602979117715261332	0.5333398356271908
zn/r23/J16.0/C_holdeman	4612811918334230528	2.5
zn/r23/J16.0/g_seg	4580900917812187450	0.018192726505007452
zn/r23/J16.0/g_ceiling	4589527205211605854	0.06748469211838201
zn/r23/J16.0/g_dwell	4580900917812187450	0.018192726505007452
zn/r23/J16.0/tau_mean	4561584314718095077	0.0009156186493159661
zn/r23/J16.0/ei_excess	4608472211302389663	1.2863914666245149
zn/r23/J16.0/ei_dwell	4612297971876684314	2.271761923763063
zn/r23/J16.0/ei_meanfield	4612229344131189392	2.241285082492432
zn/r23/J16.0/corr_ratio	4607291706078164335	1.0242666504994664
zn/r23/J64.0/ei_no	4563687882549798272	0.0013108133612525774
zn/r23/J64.0/ei_quenched	4602572481542984079	0.494097075758213
zn/r23/J64.0/max_a	4602843410238858884	0.5182732791356135
zn/r23/J64.0/C_holdeman	4617315517961601024	5.0
zn/r23/J64.0/g_seg	4585806062190099563	0.03917172943169408
zn/r23/J64.0/g_ceiling	4589527205211605854	0.06748469211838201
zn/r23/J64.0/g_dwell	4585806062190099563	0.03917172943169408
zn/r23/J64.0/tau_mean	4555627689422575740	0.0003790406453537743
zn/r23/J64.0/ei_excess	4607937795195266101	1.1677272532526903
zn/r23/J64.0/ei_dwell	4610163010601535641	1.6618243290109034
zn/r23/J64.0/ei_meanfield	4610113472753091100	1.6508247170241992
zn/r23/J64.0/corr_ratio	4607225244653465782	1.0095092497095215
zn/r23/J16/su/ei_no	4565355713612328877	0.0016724665735194752
zn/r23/J16/su/ei_quenched	4607878062458169366	1.154463921242955
zn/r23/J16/su/max_a	4603534023416403701	0.5949467442175932
zn/r23/J16/su/C_holdeman	4612811918334230528	2.5
zn/r23/J16/su/g_seg	4580900917812187450	0.018192726505007452
zn/r23/J16/su/g_ceiling	4589527205211605854	0.06748469211838201
zn/r23/J16/su/g_dwell	4580900917812187450	0.018192726505007452
zn/r23/J16/su/tau_mean	4561584314718095077	0.0009156186493159661
zn/r23/J16/su/ei_excess	4609349517998157860	1.4811926852844488
zn/r23/J16/su/ei_dwell	4613117389855534109	2.635656606527404
zn/r23/J16/su/ei_meanfield	4613037488213101348	2.600173149273717
zn/r23/J16/su/corr_ratio	4607292955055695317	1.0245439792218936
zn/r24/J4.0/ei_no	4563687882549798272	0.0013108133612525774
zn/r24/J4.0/ei_quenched	4611520893641311428	1.9633349321123186
zn/r24/J4.0/max_a	4602987719520864943	0.5342948278906386
zn/r24/J4.0/C_holdeman	4608308318706860032	1.25
zn/r24/J4.0/g_seg	4584638428181214932	0.031159820462724877
zn/r24/J4.0/g_ceiling	4589527205211605854	0.06748469211838201
zn/r24/J4.0/g_local	4584638428181214932	0.031159820462724877
zn/r24/J4.0/f_shape	4600787941080751072	0.3950351802808978
zn/r24/J4.0/tau_mean	4563023622201499182	0.0011667748587082072
zn/r24/J4.0/ei_excess	4608750624814824116	1.3482116849988133
zn/r24/J4.0/ei_local	4614639358855438268	3.311546617111132
zn/r24/J4.0/ei_meanfield	4614563405784050257	3.2778166776527446
zn/r24/J4.0/corr_ratio	4607297982324038480	1.0256602570350033
zn/r24/J16.0/ei_no	4563687882549798272	0.0013108133612525774
zn/r24/J16.0/ei_quenched	4607050647592458538	0.9853704571385482
