# slice R oracle (equil) — rungs 40+44 TwoSpoolTransient — key	u64 bits (or an integer)	repr
P/flat/1400/tau_lpc	4608891378155510316	1.379465204923359
P/flat/1400/tau_lpt	4606492173563865682	0.9233673846186525
P/flat/1400/exit_noise	0	0
P/flat/1400/passes	8	8
P/flat/1400/powers_calls	25	25
P/flat/1300/M9	4607182418800017094	0.9999999999999651
P/flat/1300/Pc_hp	4688278024544446852	263937.5207439887
P/flat/1300/Pc_lp	4681699768578656956	101330.15702132409
P/flat/1300/Phi_hp	13673537231513831121	-3.303786795571747e-11
P/flat/1300/Phi_lp	4439611667276532455	6.518598387546064e-12
P/flat/1300/Pt_hp	4688278024544248957	263937.5207324697
P/flat/1300/Pt_lp	4681699768578716865	101330.15702219588
P/flat/1300/Tt2	4643745586963694955	286.3754828060834
P/flat/1300/Tt25	4645514554474000112	386.9296439455202
P/flat/1300/Tt3	4648858660729180653	642.0401530475916
P/flat/1300/Tt4	4653432275910787072	1300.0
P/flat/1300/Tt45	4652483247825346510	1084.2159961145258
P/flat/1300/Tt5	4652003666366633775	999.5858985862923
P/flat/1300/branch_choked	1	1
P/flat/1300/eta_hpc	4606101554889448489	0.88
P/flat/1300/eta_hpt	4606461842859638129	0.92
P/flat/1300/eta_lpc	4606281698874543309	0.9
P/flat/1300/eta_lpt	4606281698874543309	0.9
P/flat/1300/f	4581131768696982792	0.018993651403616446
P/flat/1300/m_hp	4606432330080231428	0.9167234232781998
P/flat/1300/m_imp	4605539699720554580	0.8176215454989326
P/flat/1300/m_lp	4605539699720554580	0.8176215454989326
P/flat/1300/mdot4	4605679578089772657	0.8331511641142254
P/flat/1300/mdot_air	4605539699720554580	0.8176215454989326
P/flat/1300/n_hp	4606745736302458873	0.9515185036759696
P/flat/1300/n_lp	4606530203656755758	0.9275895730941721
P/flat/1300/nu_hp	4606570600094044572	0.9320744785732589
P/flat/1300/nu_hpt	4607187861835792571	1.0012085967282889
P/flat/1300/nu_lp	4606530203656755758	0.9275895730941721
P/flat/1300/nu_lpt	4607177966413450259	0.9995056857918619
P/flat/1300/phi_hp	4606853043994360268	0.9634320507028007
P/flat/1300/phi_lp	4606114593152843366	0.881447538022212
P/flat/1300/pi_hpc	4617522494971115242	5.183832513224596
