# phase-4G NO-march oracle — key	u64 bits	repr
# cpython 3.14.3
r27/cold/max_a_frozen	4655770347503171547	1831.6159314098684
r27/cold/slow/Da_entry	4265169220235724111	1.4000057617859938e-23
r27/cold/slow/Da_exit	4186745948889784861	8.301846669290355e-29
r27/cold/slow/x_no_relaxed	4556072932954877167	0.00040317734560409065
r27/cold/slow/max_a	4655770347503171547	1831.6159314098684
r27/cold/slow/relaxed_fraction	0	0.0
r27/cold/fast/Da_entry	4624070949838628337	14.00005761785994
r27/cold/fast/Da_exit	4545754106023363058	8.301846669290356e-05
r27/cold/fast/x_no_relaxed	4548616267457793599	0.00012180798725807631
r27/cold/fast/max_a	4648078692411268166	553.3680214610729
r27/cold/fast/relaxed_fraction	4604464596483560694	0.6982611087429678
r27/cold/mid/Da_entry	4534381800863951683	1.4000057617859939e-05
r27/cold/mid/Da_exit	4455979674587001614	8.301846669290355e-11
r27/cold/mid/x_no_relaxed	4556072923395791884	0.0004031768274050391
r27/cold/mid/max_a	4655770337149491915	1831.613577255676
r27/cold/mid/relaxed_fraction	4518679743758229783	1.285990224397505e-06
r27/dp/anchored/Da_entry	4486089427845391317	8.284707846415489e-09
r27/dp/anchored/Da_exit	4414481076486538859	1.377550890402332e-13
r27/dp/anchored/x_no_relaxed	4558020853505745308	0.0005292674105162212
r27/dp/anchored/max_a	4643010112519284027	250.2843004505065
r27/dp/anchored/relaxed_fraction	4468845921556717578	5.97502627828534e-10
r27/dp/T9_frozen	4650351087250212771	811.709404755606
r27/dp/x_no_frozen	4558020853508650441	0.0005292674108311964
r27/dp/x_no_e_entry	4553309390629511781	0.00025336541595825094
r27/dp/x_no_e_exit	4522103537437364491	2.114664841396568e-06
r27/dp/max_a_frozen	4643010112524524669	250.2843005994545
r27/dp/slow/Da_entry	4306443776942000893	8.284707846415488e-21
r27/dp/slow/Da_exit	4234880130453409688	1.3775508904023321e-25
r27/dp/slow/x_no_relaxed	4558020853508650441	0.0005292674108311964
r27/dp/slow/max_a	4643010112524524669	250.2843005994545
r27/dp/slow/relaxed_fraction	0	0.0
r27/dp/fast/Da_entry	4665780180633393807	8284.70784641549
r27/dp/fast/Da_exit	4594131170431895294	0.1377550890402332
r27/dp/fast/x_no_relaxed	4534290251804578615	1.3844967478701682e-05
r27/dp/fast/max_a	4619057421823972829	6.547121419750934
r27/dp/fast/relaxed_fraction	4606981988898103048	0.9777478108071316
r27/dp/mid/Da_entry	4575929430698812188	0.008284707846415489
r27/dp/mid/Da_exit	4504300267865752071	1.377550890402332e-07
r27/dp/mid/x_no_relaxed	4558017949577585700	0.0005289525659942823
r27/dp/mid/max_a	4643004874050003612	250.13541419875844
r27/dp/mid/relaxed_fraction	4558647932249817374	0.0005972554241804628
r27/warm/anchored/Da_entry	4528690732623049610	5.99420376943834e-06
r27/warm/anchored/Da_exit	4465886982788219055	3.786084086285423e-10
r27/warm/anchored/x_no_relaxed	4559868978306426618	0.0007296415029085228
r27/warm/anchored/max_a	4629846914423806635	33.04092725150016
r27/warm/anchored/relaxed_fraction	13728065017229304115	-1.4815010259436962e-07
r27/warm/T9_frozen	4651997398599473765	998.8733359582953
r27/warm/x_no_frozen	4559868977339587981	0.0007296413980836678
r27/warm/x_no_e_entry	4563146321197880219	0.0011933809623958294
r27/warm/x_no_e_exit	4537138964769449946	2.2082960848969362e-05
r27/warm/max_a_frozen	4629846913755744643	33.0409225046342
r27/warm/slow/Da_entry	4349250962135526223	5.99420376943834e-18
r27/warm/slow/Da_exit	4286471756340989340	3.786084086285423e-22
r27/warm/slow/x_no_relaxed	4559868977339587981	0.0007296413980836678
r27/warm/slow/max_a	4629846913755744643	33.0409225046342
r27/warm/slow/relaxed_fraction	0	0.0
r27/warm/fast/Da_entry	4708194238263622222	5994203.769438339
r27/warm/fast/Da_exit	4645368165754184471	378.60840862854224
r27/warm/fast/x_no_relaxed	4537274371842701315	2.2541737858310106e-05
r27/warm/fast/max_a	4607275981795597756	1.0207751583892408
r27/warm/fast/relaxed_fraction	4607176578581430268	0.9993516054855713
r27/warm/mid/Da_entry	4618434891892994236	5.994203769438339
r27/warm/mid/Da_exit	4555619716062326126	0.00037860840862854225
r27/warm/mid/x_no_relaxed	4560304573629566015	0.0007768688424757488
r27/warm/mid/max_a	4630147900201839466	35.17955983298346
r27/warm/mid/relaxed_fraction	13812846089961521615	-0.06674705848559558
r27/hot/anchored/Da_entry	4566782454436324643	0.0020105583474189378
r27/hot/anchored/Da_exit	4511951211618036055	4.4212918871477756e-07
r27/hot/anchored/x_no_relaxed	4562381340656727691	0.001027502249470488
r27/hot/anchored/max_a	4620104353417631760	7.476983468141057
r27/hot/anchored/relaxed_fraction	13780482230198268761	-0.00045940734394261034
r27/hot/T9_frozen	4653247435782818572	1257.9722207344048
r27/hot/x_no_frozen	4562379455760949039	0.0010270935278508633
r27/hot/x_no_e_entry	4569819974199580440	0.003327872557934774
r27/hot/x_no_e_exit	4549202002066642939	0.00013742203040151266
r27/hot/max_a_frozen	4620101004757798140	7.474009260741919
r27/hot/slow/Da_entry	4387099808423291594	2.0105583474189374e-15
r27/hot/slow/Da_exit	4332550573898307239	4.421291887147776e-19
r27/hot/slow/x_no_relaxed	4562379455760949039	0.0010270935278508633
r27/hot/slow/max_a	4620101004757798140	7.474009260741919
r27/hot/slow/relaxed_fraction	0	0.0
r27/hot/fast/Da_entry	4746219700912574431	2010558347.4189374
r27/hot/fast/Da_exit	4691339334089863768	442129.1887147776
r27/hot/fast/x_no_relaxed	4549254517798520027	0.0001388454721662828
r27/hot/fast/max_a	4607229067883739080	1.0103581773650934
r27/hot/fast/relaxed_fraction	4607168007611573626	0.9984000366777501
r27/hot/mid/Da_entry	4656557344571588754	2010.5583474189375
r27/hot/mid/Da_exit	4601636311316087887	0.4421291887147775
