# phase-3E nozzle-strand oracle — key	u64 bits	repr
# pypy 3.11.15
r17/J16000/max_a_quench	4606847811345545616	0.9628511099834203
r17/J16000/hides	0	0.0
r17/J16000/monotone	4607182418800017408	1.0
r17/phi10/T9	4650351087250161843	811.7094047498161
r17/phi10/x_no_e_exit	4522103537436887460	2.1146648411945373e-06
r17/phi10/collapse	4638131543132711127	119.8135094546336
r17/phi10/x_no_mixed	4558020853508650452	0.0005292674108311976
r17/phi10/x_no_bulk	4558064073557622986	0.0005339533379302927
r17/phi10/x_no_pocket	4558216026405174613	0.0005504280986733759
r17/phi10/a_mixed	4643010112525366004	250.28430062336668
r17/phi10/a_bulk	4643088078262263853	252.50022014300467
r17/phi10/a_pocket	4643286702828558183	260.29093970392427
r17/phi10/ei_bulk	4626583595096443468	20.926824413132906
r17/phi10/ei_pocket	4626765338615387370	21.572507098918244
r17/phi10/gap	4607321374250003290	1.0308543079942951
r17/phi10/max_a_quench	4604662429096596122	0.7202249409443369
r17/phi10/hides	0	0.0
r17/phi10/monotone	4607182418800017408	1.0
r14c/phi10/x_no_mix	4558020853508650452	0.0005292674108311976
r14c/phi10/max_a	4643010112525366004	250.28430062336668
r14c/phi15/x_no_mix	4495143006116862340	3.344574197340879e-08
