# slice R oracle (cpython) — rungs 40+44 TwoSpoolTransient — key	u64 bits (or an integer)	repr
J/collide/key/88	4652732106906219315	1140.8
J/collide/key/89	4652739143780637082	1142.4
J/collide/key/90	4652746180655054848	1144.0
J/collide/key/91	4652753217529472614	1145.6
J/collide/key/92	4652760254403890381	1147.2
J/collide/key/93	4652767291278308147	1148.8
J/collide/key/94	4652774328152725914	1150.4
J/collide/key/95	4652781365027143680	1152.0
J/collide/key/96	4652788401901561446	1153.6
J/collide/key/97	4652795438775979213	1155.2
J/collide/key/98	4652802475650396979	1156.8
J/collide/key/99	4652809512524814746	1158.4
J/collide/key/100	4652816549399232512	1160.0
J/collide/key/101	4652823586273650278	1161.6
J/collide/key/102	4652830623148068045	1163.2
J/collide/key/103	4652837660022485811	1164.8
J/collide/key/104	4652844696896903578	1166.4
J/collide/key/105	4652851733771321344	1168.0
J/collide/key/106	4652858770645739110	1169.6
J/collide/key/107	4652865807520156877	1171.2
J/collide/key/108	4652872844394574643	1172.8
J/collide/key/109	4652879881268992410	1174.4
J/collide/key/110	4652886918143410176	1176.0
J/collide/key/111	4652893955017827942	1177.6
J/collide/key/112	4652900991892245709	1179.2
J/collide/key/113	4652908028766663475	1180.8
J/collide/key/114	4652915065641081242	1182.4
J/collide/key/115	4652922102515499008	1184.0
J/collide/key/116	4652929139389916774	1185.6
J/collide/key/117	4652936176264334541	1187.2
J/collide/key/118	4652943213138752307	1188.8
J/collide/key/119	4652950250013170074	1190.4
J/collide/key/120	4652957286887587840	1192.0
J/collide/key/121	4652964323762005606	1193.6
J/collide/key/122	4652971360636423373	1195.2
J/collide/key/123	4652978397510841139	1196.8
J/collide/key/124	4652985434385258906	1198.4
J/collide/key/125	4652992471259676672	1200.0
J/collide/key/126	4652999508134094438	1201.6
J/collide/key/127	4653006545008512205	1203.2
J/collide/key/128	4653013581882929971	1204.8
J/collide/key/129	4653020618757347738	1206.4
J/collide/key/130	4653027655631765504	1208.0
J/collide/key/131	4653034692506183270	1209.6
J/collide/key/132	4653041729380601037	1211.2
J/collide/key/133	4653048766255018803	1212.8
J/collide/key/134	4653055803129436570	1214.4
J/collide/key/135	4653062840003854336	1216.0
J/collide/key/136	4653069876878272102	1217.6
J/collide/key/137	4653076913752689869	1219.2
J/collide/key/138	4653083950627107635	1220.8
J/collide/key/139	4653090987501525402	1222.4
J/collide/key/140	4653098024375943168	1224.0
J/collide/key/141	4653105061250360934	1225.6
J/collide/key/142	4653112098124778701	1227.2
J/collide/key/143	4653119134999196467	1228.8
J/collide/key/144	4653126171873614234	1230.4
J/collide/key/145	4653133208748032000	1232.0
J/collide/key/146	4653140245622449766	1233.6
J/collide/key/147	4653147282496867533	1235.2
J/collide/key/148	4653154319371285299	1236.8
J/collide/key/149	4653161356245703066	1238.4
J/collide/key/150	4653168393120120832	1240.0
J/collide/key/151	4653175429994538598	1241.6
J/collide/key/152	4653182466868956365	1243.2
J/collide/key/153	4653189503743374131	1244.8
J/collide/key/154	4653196540617791898	1246.4
J/collide/key/155	4653203577492209664	1248.0
J/collide/key/156	4653210614366627430	1249.6
J/collide/key/157	4653217651241045197	1251.2
J/collide/key/158	4653224688115462963	1252.8
J/collide/key/159	4653231724989880730	1254.4
J/collide/key/160	4653238761864298496	1256.0
J/collide/key/161	4653245798738716262	1257.6
J/collide/key/162	4653252835613134029	1259.2
J/collide/key/163	4653259872487551795	1260.8
J/collide/key/164	4653266909361969562	1262.4
J/collide/key/165	4653273946236387328	1264.0
J/collide/key/166	4653280983110805094	1265.6
J/collide/key/167	4653288019985222861	1267.2
J/collide/key/168	4653295056859640627	1268.8
J/collide/key/169	4653302093734058394	1270.4
J/collide/key/170	4653309130608476160	1272.0
J/collide/key/171	4653316167482893926	1273.6
J/collide/key/172	4653323204357311693	1275.2
J/collide/key/173	4653330241231729459	1276.8
J/collide/key/174	4653337278106147226	1278.4
J/collide/key/175	4653344314980564992	1280.0
J/collide/key/176	4653351351854982758	1281.6
J/collide/key/177	4653358388729400525	1283.2
J/collide/key/178	4653365425603818291	1284.8
J/collide/key/179	4653372462478236058	1286.4
J/collide/key/180	4653379499352653824	1288.0
J/collide/key/181	4653386536227071590	1289.6
J/collide/key/182	4653393573101489357	1291.2
J/collide/key/183	4653400609975907123	1292.8
J/collide/key/184	4653407646850324890	1294.4
J/collide/key/185	4653414683724742656	1296.0
J/collide/key/186	4653421720599160422	1297.6
J/collide/key/187	4653428757473578189	1299.2
J/collide/key/188	4653435794347995955	1300.8
J/collide/key/189	4653442831222413722	1302.4
J/collide/key/190	4653449868096831488	1304.0
J/collide/key/191	4653456904971249254	1305.6
J/collide/key/192	4653463941845667021	1307.2
J/collide/key/193	4653470978720084787	1308.8
J/collide/key/194	4653478015594502554	1310.4
J/collide/key/195	4653485052468920320	1312.0
J/collide/key/196	4653492089343338086	1313.6
J/collide/key/197	4653499126217755853	1315.2
J/collide/key/198	4653506163092173619	1316.8
J/collide/key/199	4653513199966591386	1318.4
J/collide/key/200	4653520236841009152	1320.0
J/collide/key/201	4653527273715426918	1321.6
J/collide/key/202	4653534310589844685	1323.2
J/collide/key/203	4653541347464262451	1324.8
J/collide/key/204	4653548384338680218	1326.4
J/collide/key/205	4653555421213097984	1328.0
J/collide/key/206	4653562458087515750	1329.6
J/collide/key/207	4653569494961933517	1331.2
J/collide/key/208	4653576531836351283	1332.8
J/collide/key/209	4653583568710769050	1334.4
J/collide/key/210	4653590605585186816	1336.0
J/collide/key/211	4653597642459604582	1337.6
J/collide/key/212	4653604679334022349	1339.2
J/collide/key/213	4653611716208440115	1340.8
J/collide/key/214	4653618753082857882	1342.4
J/collide/key/215	4653625789957275648	1344.0
J/collide/key/216	4653632826831693414	1345.6
J/collide/key/217	4653639863706111181	1347.2
J/collide/key/218	4653646900580528947	1348.8
J/collide/key/219	4653653937454946714	1350.4
J/collide/key/220	4653660974329364480	1352.0
J/collide/key/221	4653668011203782246	1353.6
J/collide/key/222	4653675048078200013	1355.2
J/collide/key/223	4653682084952617779	1356.8
J/collide/key/224	4653689121827035546	1358.4
J/collide/key/225	4653696158701453312	1360.0
J/collide/key/226	4653703195575871078	1361.6
J/collide/key/227	4653710232450288845	1363.2
J/collide/key/228	4653717269324706611	1364.8
J/collide/key/229	4653724306199124378	1366.4
J/collide/key/230	4653731343073542144	1368.0
J/collide/key/231	4653738379947959910	1369.6
J/collide/key/232	4653745416822377677	1371.2
J/collide/key/233	4653752453696795443	1372.8
J/collide/key/234	4653759490571213210	1374.4
J/collide/key/235	4653766527445630976	1376.0
J/collide/key/236	4653773564320048742	1377.6
J/collide/key/237	4653780601194466509	1379.2
J/collide/key/238	4653787638068884275	1380.8
J/collide/key/239	4653794674943302042	1382.4
J/collide/key/240	4653801711817719808	1384.0
J/collide/key/241	4653808748692137574	1385.6
J/collide/key/242	4653815785566555341	1387.2
J/collide/key/243	4653822822440973107	1388.8
J/collide/key/244	4653829859315390874	1390.4
J/collide/key/245	4653836896189808640	1392.0
J/collide/key/246	4653843933064226406	1393.6
J/collide/key/247	4653850969938644173	1395.2
J/collide/key/248	4653858006813061939	1396.8
J/collide/key/249	4653865043687479706	1398.4
J/collide/key/250	4653872080561897472	1400.0
J/collide/keys_rounded	251	251
J/collide/keys_exact	252	252
J/collide/collisions	1	1
census/J/collide/close_bracket_fails	0	0
census/J/collide/close_calls	1201	1201
census/J/collide/close_nonreal_propagated	0	0
census/J/collide/eig_complex	0	0
census/J/collide/eig_real	0	0
census/J/collide/hi_wall_literal	0	0
census/J/collide/hi_wall_map	1201	1201
census/J/collide/illinois_calls	1201	1201
census/J/collide/illinois_evals	11904	11904
census/J/collide/illinois_exhausted	0	0
census/J/collide/instant_calls	1201	1201
census/J/collide/integrate_calls	1	1
census/J/collide/match_calls	252	252
census/J/collide/powers_calls	0	0
J/default/ext_lp	13819533744234122076	-0.19411381082553703
J/default/ext_hp	13815385207623322136	-0.1019843946151372
J/default/s_lp	4602678819172646913	0.5000000000000001
J/default/s_hp	4602678819172646913	0.5000000000000001
J/default/min_phi_lp	4604943748906309976	0.7514577139470857
J/default/min_phi_hp	4606152660259815966	0.8856738358863969
J/default/ratio	4611250825599712562	1.9033677805126215
J/default/npts	151	151
J/default/match_calls	27	27
J/default/steady_misses	26	26
J/default/steady_calls	302	302
J/default/key/0	4652007308841189376	1000.0
J/default/key/1	4652148046329544704	1016.0
J/default/key/2	4652253599445811200	1032.0
J/default/key/3	4652323968189988864	1048.0
J/default/key/4	4652394336934166528	1064.0
J/default/key/5	4652464705678344192	1080.0
J/default/key/6	4652535074422521856	1096.0
J/default/key/7	4652605443166699520	1112.0
J/default/key/8	4652675811910877184	1128.0
J/default/key/9	4652746180655054848	1144.0
J/default/key/10	4652816549399232512	1160.0
J/default/key/11	4652886918143410176	1176.0
J/default/key/12	4652957286887587840	1192.0
J/default/key/13	4653027655631765504	1208.0
J/default/key/14	4653098024375943168	1224.0
J/default/key/15	4653168393120120832	1240.0
J/default/key/16	4653238761864298496	1256.0
J/default/key/17	4653309130608476160	1272.0
J/default/key/18	4653379499352653824	1288.0
J/default/key/19	4653449868096831488	1304.0
J/default/key/20	4653520236841009152	1320.0
J/default/key/21	4653590605585186816	1336.0
J/default/key/22	4653660974329364480	1352.0
J/default/key/23	4653731343073542144	1368.0
J/default/key/24	4653801711817719808	1384.0
J/default/key/25	4653872080561897472	1400.0
J/default/keys_rounded	26	26
J/default/keys_exact	26	26
J/default/collisions	0	0
census/J/default/close_bracket_fails	0	0
census/J/default/close_calls	601	601
census/J/default/close_nonreal_propagated	0	0
census/J/default/eig_complex	0	0
census/J/default/eig_real	0	0
census/J/default/hi_wall_literal	0	0
census/J/default/hi_wall_map	601	601
census/J/default/illinois_calls	601	601
census/J/default/illinois_evals	5855	5855
census/J/default/illinois_exhausted	0	0
census/J/default/instant_calls	601	601
census/J/default/integrate_calls	1	1
census/J/default/match_calls	27	27
census/J/default/powers_calls	0	0
K/def/flow_press/margin_min_lp	13815857753502290280	-0.10854228605291427
K/def/flow_press/margin_min_hp	13802784129978379200	-0.014326164113603101
K/def/flow_press/steady_min_lp	13814297094151472304	-0.08688378674198094
K/def/flow_press/steady_min_hp	4586407258991054128	0.04334337024888624
K/def/flow_press/phi_surge_lp	4605921410904353669	0.86
K/def/flow_press/phi_surge_hp	4606281698874543309	0.9
K/def/flow_press/crossed_lp	1	1
K/def/flow_press/crossed_hp	1	1
K/def/flow_press/npts	151	151
K/def/press_flow/margin_min_lp	13814810766636526776	-0.09401242449227964
K/def/press_flow/margin_min_hp	13807386292194050240	-0.028994285898762184
K/def/press_flow/steady_min_lp	13813005743420286376	-0.06896269530911658
K/def/press_flow/steady_min_hp	4585899088099413760	0.03981722634673979
K/def/press_flow/phi_surge_lp	4605921410904353669	0.86
K/def/press_flow/phi_surge_hp	4606281698874543309	0.9
K/def/press_flow/crossed_lp	1	1
K/def/press_flow/crossed_hp	1	1
K/def/press_flow/npts	151	151
K/def/tilted/margin_min_lp	13815559681713902368	-0.10440570902217106
K/def/tilted/margin_min_hp	13805567489388445056	-0.022684046048650597
K/def/tilted/steady_min_lp	13813812060791813824	-0.0801525966969292
K/def/tilted/steady_min_hp	4586081324133693280	0.04108174285407418
K/def/tilted/phi_surge_lp	4605921410904353669	0.86
K/def/tilted/phi_surge_hp	4606281698874543309	0.9
K/def/tilted/crossed_lp	1	1
K/def/tilted/crossed_hp	1	1
K/def/tilted/npts	151	151
K/def/steep/margin_min_lp	13814001258222680440	-0.08277823849627974
K/def/steep/margin_min_hp	13799250375674306688	-0.00819607756399443
K/def/steep/steady_min_lp	13812659156989226552	-0.06415284236180063
K/def/steep/steady_min_hp	4586892428118573712	0.04670990735019587
K/def/steep/phi_surge_lp	4605921410904353669	0.86
K/def/steep/phi_surge_hp	4606281698874543309	0.9
K/def/steep/crossed_lp	1	1
K/def/steep/crossed_hp	1	1
K/def/steep/npts	151	151
K/def/hp_only/margin_min_lp	13818152787928419860	-0.1557845736607396
K/def/hp_only/margin_min_hp	13802459267170214080	-0.013762616973807318
K/def/hp_only/steady_min_lp	13817328303422585192	-0.13290053161513105
K/def/hp_only/steady_min_hp	4586407258991054128	0.04334337024888624
K/def/hp_only/phi_surge_lp	4605921410904353669	0.86
K/def/hp_only/phi_surge_hp	4606281698874543309	0.9
K/def/hp_only/crossed_lp	1	1
K/def/hp_only/crossed_hp	1	1
K/def/hp_only/npts	151	151
K/acc/margin_min_lp	13816628917887530584	-0.1192443417562229
K/acc/margin_min_hp	13806067255786707680	-0.024417959055791694
K/acc/steady_min_lp	13814297094151472304	-0.08688378674198094
K/acc/steady_min_hp	4586407258991054128	0.04334337024888624
K/acc/phi_surge_lp	4605921410904353669	0.86
K/acc/phi_surge_hp	4606281698874543309	0.9
K/acc/crossed_lp	1	1
K/acc/crossed_hp	1	1
K/acc/npts	151	151
K/dec/margin_min_lp	13813266153030099344	-0.07257660461721671
K/dec/margin_min_hp	4587585562806090496	0.05151949540799272
K/dec/steady_min_lp	13814297094151472304	-0.08688378674198094
K/dec/steady_min_hp	4586407258991054128	0.04334337024888624
K/dec/phi_surge_lp	4605921410904353669	0.86
K/dec/phi_surge_hp	4606281698874543309	0.9
K/dec/crossed_lp	1	1
K/dec/crossed_hp	0	0
K/dec/npts	151	151
census/K/close_bracket_fails	0	0
census/K/close_calls	4207	4207
census/K/close_nonreal_propagated	0	0
census/K/eig_complex	0	0
census/K/eig_real	0	0
census/K/hi_wall_literal	601	601
census/K/hi_wall_map	3606	3606
census/K/illinois_calls	4207	4207
census/K/illinois_evals	38512	38512
census/K/illinois_exhausted	0	0
census/K/instant_calls	4207	4207
census/K/integrate_calls	7	7
census/K/match_calls	169	169
census/K/powers_calls	0	0
L/1500/nu	4607182418799799421	0.9999999999757986
L/1500/pi_c	4618441417868155933	5.999999999744458
L/1500/tau_c	4610564682668880786	1.7510134445139767
L/1500/tau_t	4606167582079251254	0.8873304906370325
L/1500/mdot_air	4607182418799632053	0.999999999957217
L/1500/f	4584129720905568112	0.02939488755579539
L/1500/Phi	13672901136185811762	-2.9015514350471006e-11
L/1500/sp_thrust	4649672250685708130	734.5346224072675
L/1200/nu	4606053782616908498	0.8746962123087434
L/1200/pi_c	4616673466994228240	4.429744186431904
L/1200/tau_c	4609880920457423742	1.5991877344083316
L/1200/tau_t	4606112200942206727	0.881181949289357
L/1200/mdot_air	4605715130345806611	0.8370982574368518
L/1200/f	4581620727594113602	0.020690068358897536
L/1200/Phi	13604128100233843230	-7.652764492951111e-16
L/1200/sp_thrust	4648083458726815497	553.9098888032323
census/L/close_bracket_fails	0	0
census/L/close_calls	0	0
census/L/close_nonreal_propagated	0	0
census/L/eig_complex	0	0
census/L/eig_real	0	0
census/L/hi_wall_literal	0	0
census/L/hi_wall_map	0	0
census/L/illinois_calls	136	136
census/L/illinois_evals	1184	1184
census/L/illinois_exhausted	0	0
census/L/instant_calls	0	0
census/L/integrate_calls	0	0
census/L/match_calls	0	0
census/L/powers_calls	0	0
P/shaped/1500/M9	4607182418800017610	1.0000000000000449
P/shaped/1500/Pc_hp	4688998029257808336	305847.31095543224
P/shaped/1500/Pc_lp	4682837332674529604	117883.89331129665
P/shaped/1500/Phi_hp	4396437858243909622	8.564223543457035e-15
P/shaped/1500/Phi_lp	4398990234555499806	1.2591163318708435e-14
P/shaped/1500/Pt_hp	4688998029257808381	305847.31095543486
P/shaped/1500/Pt_lp	4682837332674529706	117883.89331129813
P/shaped/1500/Tt2	4643745586963694955	286.3754828060834
P/shaped/1500/Tt25	4645801516094756656	403.24152355116075
P/shaped/1500/Tt3	4649341121304788904	696.8895702138443
P/shaped/1500/Tt4	4654311885213007872	1500.0
P/shaped/1500/Tt45	4653251304555868561	1258.8518778822365
P/shaped/1500/Tt5	4652834285206962790	1164.0326557905878
P/shaped/1500/branch_choked	1	1
P/shaped/1500/eta_hpc	4606101554889448489	0.88
P/shaped/1500/eta_hpt	4606461842859638129	0.92
P/shaped/1500/eta_lpc	4606281698874543309	0.9
P/shaped/1500/eta_lpt	4606281698874543309	0.9
P/shaped/1500/f	4582591370642831330	0.02405766292570622
P/shaped/1500/m_hp	4607182418800014262	0.9999999999996507
P/shaped/1500/m_imp	4607182418800157747	1.0000000000311615
P/shaped/1500/m_lp	4607182418800157768	1.0000000000311662
P/shaped/1500/mdot4	4607290764881948738	1.0240576629576172
P/shaped/1500/mdot_air	4607182418800157746	1.0000000000311613
P/shaped/1500/n_hp	4607182418800015614	0.9999999999998008
P/shaped/1500/n_lp	4607182418800053902	1.0000000000081033
P/shaped/1500/nu_hp	4607182418800015696	0.9999999999998099
P/shaped/1500/nu_hpt	4607182418800015696	0.9999999999998099
P/shaped/1500/nu_lp	4607182418800053902	1.0000000000081033
P/shaped/1500/nu_lpt	4607182418800053802	1.000000000008081
P/shaped/1500/phi_hp	4607182418800016056	0.9999999999998499
P/shaped/1500/phi_lp	4607182418800121274	1.0000000000230629
P/shaped/1500/pi_hpc	4618441417868441246	5.999999999997867
P/shaped/1500/pi_hpt	4601480128964187872	0.43345932655880226
P/shaped/1500/pi_lpc	4613937818241286112	3.0000000000945732
P/shaped/1500/pi_lpt	4604378127517638221	0.688661125054702
P/shaped/1500/pt4	4698529237748391700	1345394.6514834808
P/shaped/1500/slip	4607182418800054758	1.0000000000082934
P/shaped/1500/sp_thrust	4649627730615369210	729.4732763952918
P/shaped/1500/tau_hpc	4610462024585358482	1.7282187709159058
P/shaped/1500/tau_hpt	4605734372676136535	0.8392345852548243
P/shaped/1500/tau_lpc	4609020278146057121	1.4080867523991645
P/shaped/1500/tau_lpt	4606503978674086314	0.9246780151361709
P/shaped/1500/exit_noise	0	0
P/shaped/1500/passes	5	5
P/shaped/1500/powers_calls	16	16
P/shaped/1450/M9	4607182418800017588	1.00000000000004
P/shaped/1450/Pc_hp	4688817253102186595	295324.7537877617
P/shaped/1450/Pc_lp	4682550585917059216	113711.17880457849
P/shaped/1450/Phi_hp	4417731007726560416	2.1979488743733563e-13
P/shaped/1450/Phi_lp	13633049621635842402	-6.509237434091705e-14
P/shaped/1450/Pt_hp	4688817253102187785	295324.753787831
P/shaped/1450/Pt_lp	4682550585917058676	113711.17880457063
P/shaped/1450/Tt2	4643745586963694955	286.3754828060834
P/shaped/1450/Tt25	4645729239859377948	399.1330952298465
P/shaped/1450/Tt3	4649220395695338841	683.1646574434518
P/shaped/1450/Tt4	4654091982887452672	1450.0
P/shaped/1450/Tt45	4653058858881766300	1215.094797638455
P/shaped/1450/Tt5	4652652902745985455	1122.7910589772325
P/shaped/1450/branch_choked	1	1
P/shaped/1450/eta_hpc	4606101235373495421	0.8799645266032169
P/shaped/1450/eta_hpt	4606461842859638129	0.92
P/shaped/1450/eta_lpc	4606280406495151666	0.8998565170642847
P/shaped/1450/eta_lpt	4606281698874543309	0.9
P/shaped/1450/f	4582218146507306722	0.022762781586314847
P/shaped/1450/m_hp	4606993253815500235	0.9789984678736173
P/shaped/1450/m_imp	4606744758732420491	0.95140997159949
P/shaped/1450/m_lp	4606744758732420543	0.9514099715994958
P/shaped/1450/mdot4	4606939825281232819	0.9730667089820514
P/shaped/1450/mdot_air	4606744758732420491	0.95140997159949
P/shaped/1450/n_hp	4607050581605464235	0.9853631311105081
P/shaped/1450/n_lp	4606951021238440333	0.9743097099295014
P/shaped/1450/nu_hp	4607005252515120819	0.9803305911320507
P/shaped/1450/nu_hpt	4607156204184206364	0.9970895929944876
P/shaped/1450/nu_lp	4606951021238440333	0.9743097099295014
P/shaped/1450/nu_lpt	4607107637508008559	0.9916976087800559
P/shaped/1450/phi_hp	4607124239446483659	0.9935407942149025
P/shaped/1450/phi_lp	4606970717629519256	0.9764964486172856
P/shaped/1450/pi_hpc	4618208232646499115	5.792889918075882
P/shaped/1450/pi_hpt	4601473739542739024	0.433104642418475
P/shaped/1450/pi_lpc	4613713919336644310	2.900568912445901
P/shaped/1450/pi_lpt	4604375745067588644	0.688396619964696
P/shaped/1450/pt4	4698144868537159580	1255901.7206315761
P/shaped/1450/slip	4607127099423909944	0.9938583154937595
P/shaped/1450/sp_thrust	4649384854250717072	701.8614305406682
P/shaped/1450/tau_hpc	4610387275658630016	1.7116211750119135
P/shaped/1450/tau_hpt	4605723220204399691	0.8379964121644518
P/shaped/1450/tau_lpc	4608955668158932356	1.3937404533338347
P/shaped/1450/tau_lpt	4606498193859136253	0.9240357716610955
P/shaped/1450/exit_noise	0	0
P/shaped/1450/passes	5	5
P/shaped/1450/powers_calls	16	16
P/shaped/1400/M9	4607182418800017241	0.9999999999999815
P/shaped/1400/Pc_hp	4688636973824070875	284831.1186974772
P/shaped/1400/Pc_lp	4682265415221456648	109561.39901655552
P/shaped/1400/Phi_hp	4448429608285266757	2.5462867175721266e-11
P/shaped/1400/Phi_lp	13661076568445945138	-4.978026449615978e-12
P/shaped/1400/Pt_hp	4688636973824212973	284831.1187057484
P/shaped/1400/Pt_lp	4682265415221414335	109561.39901593978
P/shaped/1400/Tt2	4643745586963694955	286.3754828060834
P/shaped/1400/Tt25	4645657321576735289	395.04501416583986
P/shaped/1400/Tt3	4649099730986237415	669.446668241112
P/shaped/1400/Tt4	4653872080561897472	1400.0
P/shaped/1400/Tt45	4652866698617574288	1171.4026120949748
P/shaped/1400/Tt5	4652471896336031480	1081.6349662672128
P/shaped/1400/branch_choked	1	1
P/shaped/1400/eta_hpc	4606100255064275700	0.8798556904165182
P/shaped/1400/eta_hpt	4606461842859638129	0.92
P/shaped/1400/eta_lpc	4606276554175161889	0.8994288236291973
P/shaped/1400/eta_lpt	4606281698874543309	0.9
P/shaped/1400/f	4581850517461593300	0.0214873121142148
P/shaped/1400/m_hp	4606803751523242564	0.9579594870652461
P/shaped/1400/m_imp	4606321182040045332	0.9043835119425432
P/shaped/1400/m_lp	4606321182040045317	0.9043835119425415
P/shaped/1400/mdot4	4606496216878641119	0.9238162827346023
P/shaped/1400/mdot_air	4606321182040045332	0.9043835119425432
P/shaped/1400/n_hp	4606916154307390483	0.9704387029645453
P/shaped/1400/n_lp	4606722436144447734	0.9489316664858325
P/shaped/1400/nu_hp	4606826861697125297	0.9605252317800163
P/shaped/1400/nu_hpt	4607130519966394647	0.994238071996082
P/shaped/1400/nu_lp	4606722436144447734	0.9489316664858325
P/shaped/1400/nu_lpt	4607035733864228779	0.9837147006921801
P/shaped/1400/phi_hp	4607066592026204136	0.9871406448844455
P/shaped/1400/phi_lp	4606759570539627514	0.9530544125392446
P/shaped/1400/pi_hpc	4617976315589357105	5.586906192761988
P/shaped/1400/pi_hpt	4601467152110368454	0.4327389664639266
P/shaped/1400/pi_lpc	4613494857821245469	2.8032860571638722
P/shaped/1400/pi_lpt	4604373126456506752	0.6881058957331305
P/shaped/1400/pt4	4697778586895443853	1170620.1302323074
P/shaped/1400/slip	4607073701663577333	0.9879299731952914
P/shaped/1400/sp_thrust	4649136158695687465	673.58801933393
P/shaped/1400/tau_hpc	4610310657716417088	1.694608574303075
P/shaped/1400/tau_hpt	4605711688641464636	0.8367161514964105
P/shaped/1400/tau_lpc	4608891378156952726	1.3794652052436382
P/shaped/1400/tau_lpt	4606492173563878123	0.9233673846200338
P/shaped/1400/exit_noise	1	1
P/shaped/1400/passes	80	80
P/shaped/1400/powers_calls	240	240
P/shaped/1300/M9	4607182418800017412	1.0000000000000009
P/shaped/1300/Pc_hp	4688278024549437898	263937.5210345058
P/shaped/1300/Pc_lp	4681699768585917924	101330.15712698508
P/shaped/1300/Phi_hp	13649231354654638251	-7.904344213962038e-13
P/shaped/1300/Phi_lp	4436510590686441616	4.013568667462866e-12
P/shaped/1300/Pt_hp	4688278024549433208	263937.5210342328
P/shaped/1300/Pt_lp	4681699768585953784	101330.15712750691
P/shaped/1300/Tt2	4643745586963694955	286.3754828060834
P/shaped/1300/Tt25	4645514554475833720	386.92964404974873
P/shaped/1300/Tt3	4648858660732469541	642.0401534214949
P/shaped/1300/Tt4	4653432275910787072	1300.0
P/shaped/1300/Tt45	4652483247825293213	1084.2159961024074
P/shaped/1300/Tt5	4652003666366560028	999.5858985779082
P/shaped/1300/branch_choked	1	1
P/shaped/1300/eta_hpc	4606096182104755357	0.8794035010727331
P/shaped/1300/eta_hpt	4606461842859638129	0.92
P/shaped/1300/eta_lpc	4606261423408443648	0.897748971070115
P/shaped/1300/eta_lpt	4606281698874543309	0.9
P/shaped/1300/f	4581131768807016522	0.018993651785372635
P/shaped/1300/m_hp	4606424934582166657	0.9159023580551918
P/shaped/1300/m_imp	4605517606739141533	0.8151687318341946
P/shaped/1300/m_lp	4605517606739141527	0.8151687318341939
P/shaped/1300/mdot4	4605657065484775186	0.830651762872977
P/shaped/1300/mdot_air	4605517606739141533	0.8151687318341946
P/shaped/1300/n_hp	4606639428646212270	0.9397159829100781
P/shaped/1300/n_lp	4606273308738913439	0.8990685078243991
P/shaped/1300/nu_hp	4606466464807322329	0.9205131392737612
P/shaped/1300/nu_hpt	4607081445629966496	0.9887897261740086
P/shaped/1300/nu_lp	4606273308738913439	0.8990685078243991
P/shaped/1300/nu_lpt	4606901154406893639	0.968773379474677
P/shaped/1300/phi_hp	4606954164659461689	0.9746586997689014
P/shaped/1300/phi_lp	4606341879960991015	0.90668144278212
P/shaped/1300/pi_hpc	4617517267522274855	5.179189605974478
P/shaped/1300/pi_hpt	4601453057048856748	0.43195653337273643
P/shaped/1300/pi_lpc	4613071977403882022	2.6154894267558744
P/shaped/1300/pi_lpt	4604367060390339698	0.6874324271003742
P/shaped/1300/pt4	4696944459567475235	1012492.8637860458
P/shaped/1300/slip	4606972583589450745	0.9767036117851823
P/shaped/1300/sp_thrust	4648619464610134450	614.8467026779456
P/shaped/1300/tau_hpc	4610151732763455096	1.6593201459099003
P/shaped/1300/tau_hpt	4605687334554562467	0.8340123046941595
P/shaped/1300/tau_lpc	4608763754180651828	1.3511269898469438
P/shaped/1300/tau_lpt	4606479348420967838	0.9219435077247231
P/shaped/1300/exit_noise	1	1
P/shaped/1300/passes	80	80
P/shaped/1300/powers_calls	240	240
P/shaped/1200/M9	4607182418800016670	0.9999999999999181
P/shaped/1200/Pc_hp	4687596136799855312	243195.21506287763
P/shaped/1200/Pc_lp	4681137646469208132	93150.20373663405
P/shaped/1200/Phi_hp	13609706616780379317	-1.7425428820628095e-15
P/shaped/1200/Phi_lp	13614866797925201569	-3.935409339659115e-15
P/shaped/1200/Pt_hp	4687596136799855290	243195.215062877
P/shaped/1200/Pt_lp	4681137646469208095	93150.20373663351
P/shaped/1200/Tt2	4643745586963694955	286.3754828060834
P/shaped/1200/Tt25	4645372528454722982	378.8563994426171
P/shaped/1200/Tt3	4648617868672090412	614.6652655285193
P/shaped/1200/Tt4	4652992471259676672	1200.0
P/shaped/1200/Tt45	4651983457407870072	997.2884059708003
P/shaped/1200/Tt5	4651284855008049398	917.8665083104559
P/shaped/1200/branch_choked	1	1
P/shaped/1200/eta_hpc	4606089105271481095	0.8786178147484812
P/shaped/1200/eta_hpt	4606461842859638129	0.92
P/shaped/1200/eta_lpc	4606237094431374391	0.8950479120193283
P/shaped/1200/eta_lpt	4606281698874543309	0.9
P/shaped/1200/f	4580434892317784898	0.016575875773919842
P/shaped/1200/m_hp	4606049814425931815	0.8742556546099011
P/shaped/1200/m_imp	4604773011074851803	0.7325020067811424
P/shaped/1200/m_lp	4604773011074851792	0.7325020067811412
P/shaped/1200/mdot4	4604882375247628264	0.7446438690496935
P/shaped/1200/mdot_air	4604773011074851802	0.7325020067811423
P/shaped/1200/n_hp	4606352870890326321	0.9079016810631285
P/shaped/1200/n_lp	4605832527023858586	0.8501319069356328
P/shaped/1200/nu_hp	4606101752703674112	0.8800219617907885
P/shaped/1200/nu_hpt	4607037353029318095	0.9838944641284629
